"prs_ResponseID","course","planSPELL"
"R_UckvqVMJQFA8wa5","JustS","At night at home and some weekends. || I plan to complete one class per week and additional classes on weekends. || In case of obstacles, I will rearrange the plan. "
"R_UclG4nRxHpUftId","AmGov"," I am going to do my course at work whenever i find some space to do it and after school "
"R_udYW7TG8nGFVmj7","AmGov"," I plan to study material between 15-60 minutes nightly, and as long as necessary on my weekends. || To be honest, I am not sure how I will respond in completing the course load assigned to the class. I've browsed over the syllabus, but until I actually start completing work, I won't be able to have a good plan in mind. I plan to attack obstacles by first using the discussion board. I've found that when many people encounter the same problem, it can often be worked thourough with some dialogue! I'm also an avid Google user!"
"R_UgbEORzbnYDqquR","AmGov"," Set specific times during the week for study. || Be able to study while traveling. || Catch-up as needed. || Get ahead often."
"R_UhVk4k5DV6enEeB","JustS"," Dedicate at least 1 hour per day to studies. || Time management is vital for life balance. || If obstacles were to appear during this course of study I plan to assess, develop a plan of action and continue until course is completed. "
"R_ULcM9p7Nlp2XLrj","BioChem",""
"R_UMBYuyNbOWEa2dz","BioChem",""
"R_umoQfDPoZxQm2zf","AmGov","Studying at home and finishing each assignment early || Going to the local library "
"R_UoomPn9pB84sNyx","BioChem",""
"R_Urro6hQ8EQNuy8F","BioChem",""
"R_URSW8DlOXmobQSR","BioChem","I will study at night coming back from work || Library study times Any free time I will use it to complete assignments "
"R_usnM9VcIINigMW5","JustS",""
"R_usQGTpqhnm72Krv","BioChem","3-4 hours on weekends || I will give it a high priority || I will visit the discussion forum || i will search the Web for answers "
"R_uta0gEMUM0YskJH","BioChem"," Study plan:evenings 6-8pm || Study Log "
"R_UtO3qQbKswM6RYl","BioChem","Place to study || Made time "
"R_UuctBd03nC5SbBf","JustS"," I typically spend 4-6 hours a week bored. I intend to utilize that time on this course. "
"R_uw6gxvBdAcDTglP","AmGov","At home by myself on my computer || I will motivate myself to finish the work. || Time management and making time to do the work. || Having a significant other in the class to help keep me focused and motivated. "
"R_uxZZCre2Ub79m4F","BioChem"," Study as part of my daily work tasks to vary attention between focused and diffuse modes || Watch videos, do research, rewatch videos, complete coursework Use resources like google, Ted, books before seeking help in discussions"
"R_uy5AjJGKzyreRYB","AmGov","If I encounter obstacles I will seek out help from the online community. || I am currently not employed so my schedule is very flexible allowing for adequate time to complete the required coursework. I will complete the work at home or in a coffeeshop, on my laptop. "
"R_uyJyAkQqi7e2kY9","JustS","Carve out a few hours every day dedicated to this course || Ensure there are no distractions and occupy a quiet space || Prioritize the time allocated for this course. || Pace myself "
"R_UzKldySr9WIERmp","BioChem"," devote 1-2 hours daily or 5-10 hours weekly to this course "
"R_V3At6QWvxt0ka6B","BioChem","on a train commuting to work (1 hour each day) || in coffeeshops in the spare time "
"R_vB3ZnojZPzgCIN3","AmGov"," Although students are encouraged to go at their own pace, I plan to finish each week's material by the end of the week. || I plan to spend a block of time each day--five days a week--on the course. I am not sure how much time since I have not gauged the pace of the course yet. || I will be aware of the my obligations for each week, so that I can adjust my study schedule. "
"R_vBRdWG4rbq5uu1H","BioChem","Watch the videos and do the exercises || Make some notes for each lesson "
"R_vCSfbplwUknEGg9","BioChem"," Universities, Job Reading..."
"R_vD33asyZtpziyPv","BioChem","I plan to spend time to engage course content at home. || I will spend time reviewing material and reinforcing my knowledge on the material. Reach out to friends who have experience in the field and participate in the discussion community. "
"R_vDNYPKIdkXx0Pu1","BioChem",""
"R_vHmKCPbQoZdN9uN","BioChem"," Spend most study time alone. Quiet. || I have a car so can study wherever beach etc. Nature relaxes me. || Away from the kids! || Im an adaptable individual so I think ill manage my time etc sufficiently"
"R_viVfqiKd7msdswV","AmGov","in the evening after exercising || at night before going to sleep || on the weekends || as I think thourough materials at all other times "
"R_VJPwuRE7hAqN73j","AmGov","At home || Early morning/late night hours "
"R_VKAgSqo7XnDvBMR","BioChem","I plan to devote at least an hour per day to studying the course videos/materials. || I will keep an agenda with key deadlines and assignment dates. I will review my biology textbook to familiarize myself with challenging areas. "
"R_vkmSzpyVirOXYL7","AmGov",""
"R_vNB8v1SM5bJV5Kx","BioChem",""
"R_vNVitdTYxymkRA5","JustS","I will try do 1 lecture in 1-2 days and so forth || When I am free I will be full time study || I will solve any obstacles || I will work hard "
"R_VPcNDlwZu7PQIoh","BioChem"," I will be engaging course content at home. || I will complete tasks as soon as I see them available. If I have a difficult time, I will troubleshoot by reviewing the course material another time."
"R_vrI7aL63Tn5KStP","JustS"," assign a certain number of hours every week to finish the lectures || have a dedicated time slot to complete quizzes and self tasks "
"R_VUWFV5ibWTMLldv","AmGov",""
"R_vvhpET9ASVILVYZ","JustS","I have plans to spend time engaging in the course every other morning before dawn. || I will be taking this course in my home library/study. || Morning time before sunrise is my preferred time to study, read, write and do homework. This guarantees me free/alone time without any disturbances. || I will respond to obstacles that I may encounter during my study time by addressing them quickly and swiftly in order to get back to my regular study period. "
"R_VVJwXNocVAmqD9T","JustS"," During daytime hours already allocated towards online learning that I am currently undertaking for a masters in law via online learning course. || During evening and weekend hours when I will exchange reading material for the course for my usual leisure reading. || If I encounter obstacles during the course, such as unforeseen time pressures from my job or my other (paid for) studies, then I am likely to take a break from working on the Justice course until I am back on track with these other commitments. || I aim to get a head start by working thourough the available course material now and over the first 6 weeks of the course in particular, so that I will not have to squeeze all the activities into the last weeks leading up to the end of course deadlines. "
"R_vvN97fAuCAgPyCJ","JustS"," Home || Checklist || Request help from community || Search online"
